source,tag,division_code,division_name,section_code,section_name,cos,rank
regpat,A61L31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3487943708896637,3
regpat,A61L31/022,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.3071802854537964,1
regpat,A61L31/022,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.3071802854537964,2
regpat,A61L31/022,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.30577734112739563,3
regpat,A61L31/06,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.31862518191337585,1
regpat,A61L31/06,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.31862518191337585,2
regpat,A61L31/10,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.30074769258499146,1
regpat,A61L31/10,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3083118796348572,2
regpat,A61L31/10,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.30074769258499146,3
regpat,A61L31/10,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.2956845164299011,4
regpat,A61L31/14,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.350490927696228,1
regpat,A61L31/14,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3506282567977905,2
regpat,A61L31/14,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.350490927696228,3
regpat,A61L31/14,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.3434455394744873,4
regpat,A61L31/14,13,Manufacture of textiles,C,MANUFACTURING,0.3425414264202118,5
regpat,A61L31/148,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.28301021456718445,1
regpat,A61L31/148,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.28301021456718445,2
regpat,A61L31/148,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2804831564426422,3
regpat,A61L31/16,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3423137068748474,1
regpat,A61L31/16,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3423137068748474,2
regpat,A61L9,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.34603893756866455,1
regpat,A61L9,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.3996816873550415,2
regpat,A61L9,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.3876774311065674,3
regpat,A61L9,37,Sewerage,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.3743797242641449,4
regpat,A61L9,38,"Waste collection, recovery and disposal activities",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.36624541878700256,5
regpat,A61L9/12,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.30122458934783936,1
regpat,A61L9/12,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.3599012494087219,2
regpat,A61L9/12,39,Remediation activities and other waste management service activities,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.37111446261405945,3
regpat,A61L9/12,37,Sewerage,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.3149773180484772,4
regpat,A61L9/12,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.314441442489624,5
regpat,A61L9/14,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.3238232731819153,1
regpat,A61L9/14,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.4005012512207031,2
regpat,A61L9/14,37,Sewerage,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.39125970005989075,3
regpat,A61L9/14,39,Remediation activities and other waste management service activities,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.4169761836528778,4
regpat,A61L9/14,38,"Waste collection, recovery and disposal activities",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.35995054244995117,5
regpat,A61L9/20,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4202152192592621,1
regpat,A61M,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3932854235172272,1
regpat,A61M,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3932854235172272,2
regpat,A61M1,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.46117329597473145,1
regpat,A61M1/16,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.4019228518009186,1
regpat,A61M11,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.325686514377594,1
regpat,A61M11,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.325686514377594,2
regpat,A61M11/005,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3179689347743988,1
regpat,A61M11/042,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3353007733821869,1
regpat,A61M11/042,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3303166627883911,2
regpat,A61M15,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3424150049686432,1
regpat,A61M15/0021,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.27671825885772705,1
regpat,A61M15/0065,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3025556206703186,1
regpat,A61M15/009,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.38856738805770874,1
regpat,A61M15/06,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.40210020542144775,1
regpat,A61M15/08,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3311230540275574,1
regpat,A61M16,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3109208345413208,1
regpat,A61M16,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3109208345413208,2
regpat,A61M16/0003,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3418716490268707,1
regpat,A61M16/0003,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.338052898645401,2
regpat,A61M16/0051,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.31847187876701355,1
regpat,A61M16/0051,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.31973549723625183,2
regpat,A61M16/0051,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.31847187876701355,3
regpat,A61M16/0051,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.3100670874118805,4
regpat,A61M16/0066,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.3227536678314209,1
regpat,A61M16/0066,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.3195529580116272,2
regpat,A61M16/0069,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.31553909182548523,1
regpat,A61M16/024,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3182162642478943,1
regpat,A61M16/04,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.29570746421813965,1
regpat,A61M16/04,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.29570746421813965,2
regpat,A61M16/06,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.33517998456954956,1
regpat,A61M16/06,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.33517998456954956,2
regpat,A61M16/0666,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.32616057991981506,1
regpat,A61M16/0683,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.31965911388397217,1
regpat,A61M16/0816,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3138592541217804,1
regpat,A61M16/0816,37,Sewerage,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.3156012296676636,2
regpat,A61M16/0816,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3138592541217804,3
regpat,A61M16/0875,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.33839136362075806,1
regpat,A61M16/107,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3375890254974365,1
regpat,A61M16/16,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.2905274033546448,1
regpat,A61M16/16,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.2905274033546448,2
regpat,A61M16/16,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.28337398171424866,3
regpat,A61M16/208,35,"Electricity, gas, steam and air conditioning supply",D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0.32582440972328186,1
regpat,A61M2005,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.37351152300834656,1
regpat,A61M2005/14208,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.32498449087142944,1
regpat,A61M2005/206,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.44861525297164917,1
regpat,A61M2016,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3748932480812073,1
regpat,A61M2016,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3735145628452301,2
regpat,A61M2016/0021,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.328425794839859,1
regpat,A61M2016/0027,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3290885090827942,1
regpat,A61M2016/0039,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3015662729740143,1
regpat,A61M2021,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3717753291130066,1
regpat,A61M2021,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3717753291130066,2
regpat,A61M2021,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.37157121300697327,3
regpat,A61M2021,37,Sewerage,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.36086922883987427,4
regpat,A61M2021/0027,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.2753005921840668,1
regpat,A61M2021/0027,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.2753005921840668,2
regpat,A61M2025,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3346397280693054,1
regpat,A61M2025,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3346397280693054,2
regpat,A61M2025,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.33331620693206787,3
regpat,A61M2025,32,Other manufacturing,C,MANUFACTURING,0.3269832730293274,4
regpat,A61M2037,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.323017418384552,1
regpat,A61M2037,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.32846447825431824,2
regpat,A61M2037,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.323017418384552,3
regpat,A61M2039,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.35702070593833923,1
regpat,A61M21/02,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.37185007333755493,1
regpat,A61M2202,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3301602900028229,1
regpat,A61M2202/0208,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3503114879131317,1
regpat,A61M2202/0208,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3503114879131317,2
regpat,A61M2202/064,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.28481465578079224,1
regpat,A61M2205,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3605974316596985,1
regpat,A61M2205,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3605974316596985,2
regpat,A61M2205/0216,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.28982385993003845,1
regpat,A61M2205/12,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.36324542760849,1
regpat,A61M2205/15,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3313823342323303,1
regpat,A61M2205/18,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3322763741016388,1
regpat,A61M2205/3303,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.33908355236053467,1
regpat,A61M2205/3306,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.33064839243888855,1
regpat,A61M2205/3317,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3446667492389679,1
regpat,A61M2205/332,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.25709035992622375,1
regpat,A61M2205/332,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.25709035992622375,2
regpat,A61M2205/3331,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.27826932072639465,1
regpat,A61M2205/3331,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.2748624086380005,2
regpat,A61M2205/3334,59,"Motion picture, video and television programme production, sound recording and music publishing activities",J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",0.3037353754043579,1
regpat,A61M2205/3334,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2981639504432678,2
regpat,A61M2205/3344,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.2756899893283844,1
regpat,A61M2205/3368,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3149813115596771,1
regpat,A61M2205/3375,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.27066782116889954,1
regpat,A61M2205/3553,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.341126412153244,1
regpat,A61M2205/3561,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.36110103130340576,1
regpat,A61M2205/3561,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3562679588794708,2
regpat,A61M2205/3569,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.36368516087532043,1
regpat,A61M2205/3584,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.30023953318595886,1
regpat,A61M2205/3584,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.29616788029670715,2
regpat,A61M2205/3592,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.42892590165138245,1
regpat,A61M2205/3653,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.3367329239845276,1
regpat,A61M2205/3653,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.3367329239845276,2
regpat,A61M2205/50,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.5643396973609924,1
regpat,A61M2205/502,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.39931175112724304,1
regpat,A61M2205/505,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.27342718839645386,1
regpat,A61M2205/52,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.4250513017177582,1
regpat,A61M2205/581,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2898190915584564,1
regpat,A61M2205/581,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.28393781185150146,2
regpat,A61M2205/582,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.2582428753376007,1
regpat,A61M2205/582,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.2582428753376007,2
regpat,A61M2205/582,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.25725430250167847,3
regpat,A61M2205/582,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.2568835914134979,4
regpat,A61M2205/583,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3338133692741394,1
regpat,A61M2205/583,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.33177193999290466,2
regpat,A61M2205/587,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.306836873292923,1
regpat,A61M2205/587,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3256705701351166,2
regpat,A61M2205/587,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.306836873292923,3
regpat,A61M2205/8206,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.38535863161087036,1
regpat,A61M2207,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.40193238854408264,1
regpat,A61M2207,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.40193238854408264,2
regpat,A61M2207,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.39611631631851196,3
regpat,A61M2207,60,"Programming, broadcasting, news agency and other content distribution activities",J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",0.39434096217155457,4
regpat,A61M2209,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.4317818880081177,1
regpat,A61M2209,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.42882204055786133,2
regpat,A61M2209/088,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4168544411659241,1
regpat,A61M2210,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3563454747200012,1
regpat,A61M2210/0618,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.2969980537891388,1
regpat,A61M2230,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.3845081031322479,1
regpat,A61M2230/201,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.4025873839855194,1
regpat,A61M25,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.30142611265182495,1
regpat,A61M25,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3015301823616028,2
regpat,A61M25,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.30142611265182495,3
regpat,A61M25,37,Sewerage,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.29669511318206787,4
regpat,A61M25/0017,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3678964078426361,1
regpat,A61M25/0045,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.294630765914917,1
regpat,A61M25/0045,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.2901436686515808,2
regpat,A61M25/0045,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.286660373210907,3
regpat,A61M25/005,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.2721889615058899,1
regpat,A61M25/007,32,Other manufacturing,C,MANUFACTURING,0.3186984062194824,1
regpat,A61M25/007,30,Manufacture of other transport equipment,C,MANUFACTURING,0.31213489174842834,2
regpat,A61M25/0097,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3150886297225952,1
regpat,A61M25/01,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3344392478466034,1
regpat,A61M25/01,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3344392478466034,2
regpat,A61M25/01,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3272576928138733,3
regpat,A61M25/0147,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.30745282769203186,1
regpat,A61M25/02,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.39466404914855957,1
regpat,A61M25/02,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.39170220494270325,2
regpat,A61M25/04,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.27564170956611633,1
regpat,A61M25/04,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.2680390775203705,2
regpat,A61M25/0606,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3208809494972229,1
regpat,A61M25/0662,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.2861698269844055,1
regpat,A61M25/09,32,Other manufacturing,C,MANUFACTURING,0.32090795040130615,1
regpat,A61M25/09,32,Other manufacturing,C,MANUFACTURING,0.32090795040130615,2
regpat,A61M25/10,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3042815625667572,1
regpat,A61M25/1002,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.3251057267189026,1
regpat,A61M25/104,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.28321146965026855,1
regpat,A61M29/02,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.26541367173194885,1
regpat,A61M29/02,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.26318448781967163,2
regpat,A61M3,36,"Water collection, treatment and supply",E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.40509894490242004,1
regpat,A61M31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.46930915117263794,1
regpat,A61M31/002,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.30327457189559937,1
regpat,A61M31/002,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.30327457189559937,2
regpat,A61M37,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3545767366886139,1
regpat,A61M37,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",T,OTHER SERVICE ACTIVITIES,0.35581567883491516,2
regpat,A61M37,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3545767366886139,3
regpat,A61M37,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.35273975133895874,4
regpat,A61M37,32,Other manufacturing,C,MANUFACTURING,0.35149702429771423,5
regpat,A61M37/0015,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.375840961933136,1
regpat,A61M39,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.36231958866119385,1
regpat,A61M39/10,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.29986295104026794,1
regpat,A61M39/10,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.29986295104026794,2
regpat,A61M39/24,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.36132287979125977,1
regpat,A61M5,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4204791784286499,1
regpat,A61M5/002,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.403812974691391,1
regpat,A61M5/007,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4053698182106018,1
regpat,A61M5/14,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3921596109867096,1
regpat,A61M5/142,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3466658890247345,1
regpat,A61M5/14244,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2796519696712494,1
regpat,A61M5/14248,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2808568477630615,1
regpat,A61M5/14276,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2742425203323364,1
regpat,A61M5/1452,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.517663300037384,1
regpat,A61M5/158,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2639212906360626,1
regpat,A61M5/172,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2893305718898773,1
regpat,A61M5/172,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.2893305718898773,2
regpat,A61M5/1723,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3284328579902649,1
regpat,A61M5/178,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.36242568492889404,1
regpat,A61M5/20,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3934423327445984,1
