source,tag,division_code,division_name,section_code,section_name,cos,rank
crunchbase,Infrastructure,42,Civil engineering,F,CONSTRUCTION,0.7106695771217346,1
crunchbase,Innovation Management,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.44666704535484314,1
crunchbase,Insurance,66,Activities auxiliary to financial services and insurance activities,L,FINANCIAL AND INSURANCE ACTIVITIES,0.5814054012298584,1
crunchbase,Insurance,65,"Insurance, reinsurance and pension funding, except compulsory social security",L,FINANCIAL AND INSURANCE ACTIVITIES,0.5778425335884094,2
crunchbase,InsurTech,66,Activities auxiliary to financial services and insurance activities,L,FINANCIAL AND INSURANCE ACTIVITIES,0.48557502031326294,1
crunchbase,Intellectual Property,69,Legal and accounting activities,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.36203473806381226,1
crunchbase,Intelligent Systems,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.4175461232662201,1
crunchbase,Interior Design,81,Services to buildings and landscape activities,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0.39940837025642395,1
crunchbase,Interior Design,81,Services to buildings and landscape activities,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0.39940837025642395,2
crunchbase,Interior Design,71,Architectural and engineering activities; technical testing and analysis,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.38869866728782654,3
crunchbase,Internet,63,"Computing infrastructure, data processing, hosting and other information service activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.5467245578765869,1
crunchbase,Internet of Things,63,"Computing infrastructure, data processing, hosting and other information service activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3687117099761963,1
crunchbase,Internet Radio,60,"Programming, broadcasting, news agency and other content distribution activities",J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",0.5876519680023193,1
crunchbase,Intrusion Detection,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3595616817474365,1
crunchbase,iOS,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.4176023602485657,1
